9355: Flags [P.], seq 15041528:15041876, ack 8929, win 501, length 348
20:22:31.569635 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15856792:15856996, ack 9397, win 501, length 204
20:22:31.569692 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15856996:15857200, ack 9397, win 501, length 204
20:22:31.569749 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15857200:15857404, ack 9397, win 501, length 204
20:22:31.569806 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15857404:15857608, ack 9397, win 501, length 204
20:22:31.569872 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15848924, win 516, length 0
20:22:31.569879 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15857608:15857812, ack 9397, win 501, length 204
20:22:31.569949 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15857812:15858160, ack 9397, win 501, length 348
20:22:31.570006 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15858160:15858364, ack 9397, win 501, length 204
20:22:31.570063 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15858364:15858568, ack 9397, win 501, length 204
20:22:31.570121 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15858568:15858772, ack 9397, win 501, length 204
20:22:31.570177 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15858772:15858976, ack 9397, win 501, length 204
20:22:31.570233 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15858976:15859180, ack 9397, win 501, length 204
20:22:31.570290 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15859180:15859384, ack 9397, win 501, length 204
20:22:31.570346 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15859384:15859588, ack 9397, win 501, length 204
20:22:31.570402 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15859588:15859792, ack 9397, win 501, length 204
20:22:31.570466 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15859792:15859996, ack 9397, win 501, length 204
20:22:31.570520 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15859996:15860200, ack 9397, win 501, length 204
20:22:31.570577 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15860200:15860404, ack 9397, win 501, length 204
20:22:31.570641 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15860404:15860608, ack 9397, win 501, length 204
20:22:31.570714 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15860608:15860812, ack 9397, win 501, length 204
20:22:31.570812 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15860812:15861016, ack 9397, win 501, length 204
20:22:31.570892 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15861016:15861220, ack 9397, win 501, length 204
20:22:31.570950 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15861220:15861424, ack 9397, win 501, length 204
20:22:31.571008 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15861424:15861628, ack 9397, win 501, length 204
20:22:31.571065 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15861628:15861832, ack 9397, win 501, length 204
20:22:31.571121 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15861832:15862036, ack 9397, win 501, length 204
20:22:31.571177 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15862036:15862240, ack 9397, win 501, length 204
20:22:31.571234 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15862240:15862444, ack 9397, win 501, length 204
20:22:31.571299 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15862444:15862648, ack 9397, win 501, length 204
20:22:31.571355 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15862648:15862852, ack 9397, win 501, length 204
20:22:31.571375 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15850792, win 516, length 0
20:22:31.571375 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15851404, win 513, length 0
20:22:31.571391 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [P.], seq 9397:9433, ack 15851404, win 513, length 36
20:22:31.571477 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15862852:15863512, ack 9433, win 501, length 660
20:22:31.571510 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15854404, win 516, length 0
20:22:31.571566 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15863512:15863860, ack 9433, win 501, length 348
20:22:31.571619 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15855772, win 510, length 0
20:22:31.571643 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15863860:15864064, ack 9433, win 501, length 204
20:22:31.571711 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15864064:15864412, ack 9433, win 501, length 348
20:22:31.571768 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15864412:15864616, ack 9433, win 501, length 204
20:22:31.571823 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15864616:15864820, ack 9433, win 501, length 204
20:22:31.571912 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15864820:15865024, ack 9433, win 501, length 204
20:22:31.571972 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15865024:15865228, ack 9433, win 501, length 204
20:22:31.572033 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15865228:15865432, ack 9433, win 501, length 204
20:22:31.572105 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15865432:15865636, ack 9433, win 501, length 204
20:22:31.572165 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15865636:15865840, ack 9433, win 501, length 204
20:22:31.572225 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15865840:15866044, ack 9433, win 501, length 204
20:22:31.572285 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15866044:15866248, ack 9433, win 501, length 204
20:22:31.572351 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15866248:15866452, ack 9433, win 501, length 204
20:22:31.572378 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15857608, win 516, length 0
20:22:31.572490 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15866452:15866800, ack 9433, win 501, length 348
20:22:31.572550 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15866800:15867004, ack 9433, win 501, length 204
20:22:31.572608 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15867004:15867208, ack 9433, win 501, length 204
20:22:31.572665 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15867208:15867412, ack 9433, win 501, length 204
20:22:31.572721 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15867412:15867616, ack 9433, win 501, length 204
20:22:31.572776 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15867616:15867820, ack 9433, win 501, length 204
20:22:31.572833 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15867820:15868024, ack 9433, win 501, length 204
20:22:31.572913 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15868024:15868228, ack 9433, win 501, length 204
20:22:31.573008 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15868228:15868432, ack 9433, win 501, length 204
20:22:31.573110 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15868432:15868636, ack 9433, win 501, length 204
20:22:31.573130 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15860608, win 516, length 0
20:22:31.573229 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15868636:15868984, ack 9433, win 501, length 348
20:22:31.573287 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15868984:15869188, ack 9433, win 501, length 204
20:22:31.573344 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15869188:15869392, ack 9433, win 501, length 204
20:22:31.573399 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15869392:15869596, ack 9433, win 501, length 204
20:22:31.573456 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15869596:15869800, ack 9433, win 501, length 204
20:22:31.573511 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15869800:15870004, ack 9433, win 501, length 204
20:22:31.573566 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15870004:15870208, ack 9433, win 501, length 204
20:22:31.573620 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15870208:15870412, ack 9433, win 501, length 204
20:22:31.573675 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15870412:15870616, ack 9433, win 501, length 204
20:22:31.573738 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15870616:15870820, ack 9433, win 501, length 204
20:22:31.573758 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15862444, win 516, length 0
20:22:31.573857 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15870820:15871168, ack 9433, win 501, length 348
20:22:31.573933 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15871168:15871372, ack 9433, win 501, length 204
20:22:31.573992 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15871372:15871576, ack 9433, win 501, length 204
20:22:31.574050 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15871576:15871780, ack 9433, win 501, length 204
20:22:31.574108 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15871780:15871984, ack 9433, win 501, length 204
20:22:31.574166 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15871984:15872188, ack 9433, win 501, length 204
20:22:31.574223 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15872188:15872392, ack 9433, win 501, length 204
20:22:31.574281 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15872392:15872596, ack 9433, win 501, length 204
20:22:31.574336 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15872596:15872800, ack 9433, win 501, length 204
20:22:31.574415 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15864412, win 516, length 0
20:22:31.574416 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15864820, win 514, length 0
20:22:31.574486 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15872800:15873300, ack 9433, win 501, length 500
20:22:31.574553 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15873300:15873504, ack 9433, win 501, length 204
20:22:31.574612 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15873504:15873708, ack 9433, win 501, length 204
20:22:31.574670 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15873708:15873912, ack 9433, win 501, length 204
20:22:31.574743 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15873912:15874116, ack 9433, win 501, length 204
20:22:31.574801 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15874116:15874320, ack 9433, win 501, length 204
20:22:31.574858 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15874320:15874524, ack 9433, win 501, length 204
20:22:31.574912 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15874524:15874728, ack 9433, win 501, length 204
20:22:31.574968 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15874728:15874932, ack 9433, win 501, length 204
20:22:31.575025 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15874932:15875136, ack 9433, win 501, length 204
20:22:31.575081 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15875136:15875340, ack 9433, win 501, length 204
20:22:31.575126 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15866452, win 516, length 0
20:22:31.575156 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15875340:15875544, ack 9433, win 501, length 204
20:22:31.575225 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15875544:15875892, ack 9433, win 501, length 348
20:22:31.575293 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15875892:15876096, ack 9433, win 501, length 204
20:22:31.575352 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15876096:15876300, ack 9433, win 501, length 204
20:22:31.575406 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15876300:15876504, ack 9433, win 501, length 204
20:22:31.575461 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15876504:15876708, ack 9433, win 501, length 204
20:22:31.575521 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15876708:15876912, ack 9433, win 501, length 204
20:22:31.575577 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15876912:15877116, ack 9433, win 501, length 204
20:22:31.575626 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15868636, win 516, length 0
20:22:31.575652 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15877116:15877320, ack 9433, win 501, length 204
20:22:31.575719 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15877320:15877668, ack 9433, win 501, length 348
20:22:31.575782 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15877668:15877872, ack 9433, win 501, length 204
20:22:31.575839 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15877872:15878076, ack 9433, win 501, length 204
20:22:31.575892 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15878076:15878280, ack 9433, win 501, length 204
20:22:31.575948 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15878280:15878484, ack 9433, win 501, length 204
20:22:31.576003 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15878484:15878688, ack 9433, win 501, length 204
20:22:31.576060 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15878688:15878892, ack 9433, win 501, length 204
20:22:31.576114 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15878892:15879096, ack 9433, win 501, length 204
20:22:31.576168 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15879096:15879300, ack 9433, win 501, length 204
20:22:31.576225 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15879300:15879504, ack 9433, win 501, length 204
20:22:31.576279 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15879504:15879708, ack 9433, win 501, length 204
20:22:31.576336 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15879708:15879912, ack 9433, win 501, length 204
20:22:31.576390 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15879912:15880116, ack 9433, win 501, length 204
20:22:31.576445 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15880116:15880320, ack 9433, win 501, length 204
20:22:31.576502 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15880320:15880524, ack 9433, win 501, length 204
20:22:31.576558 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15880524:15880728, ack 9433, win 501, length 204
20:22:31.576614 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15880728:15880932, ack 9433, win 501, length 204
20:22:31.576642 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15870820, win 516, length 0
20:22:31.576642 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15872800, win 516, length 0
20:22:31.576711 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15880932:15881432, ack 9433, win 501, length 500
20:22:31.576771 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15881432:15881636, ack 9433, win 501, length 204
20:22:31.576826 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15881636:15881840, ack 9433, win 501, length 204
20:22:31.576881 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15881840:15882044, ack 9433, win 501, length 204
20:22:31.576935 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15882044:15882248, ack 9433, win 501, length 204
20:22:31.576994 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15882248:15882452, ack 9433, win 501, length 204
20:22:31.577053 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15882452:15882656, ack 9433, win 501, length 204
20:22:31.577108 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15882656:15882860, ack 9433, win 501, length 204
20:22:31.577164 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15882860:15883064, ack 9433, win 501, length 204
20:22:31.577219 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15883064:15883268, ack 9433, win 501, length 204
20:22:31.577273 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15883268:15883472, ack 9433, win 501, length 204
20:22:31.577332 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15883472:15883676, ack 9433, win 501, length 204
20:22:31.577387 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15883676:15883880, ack 9433, win 501, length 204
20:22:31.577446 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15883880:15884084, ack 9433, win 501, length 204
20:22:31.577500 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15884084:15884288, ack 9433, win 501, length 204
20:22:31.577555 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15884288:15884492, ack 9433, win 501, length 204
20:22:31.577613 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15884492:15884696, ack 9433, win 501, length 204
20:22:31.577669 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15884696:15884900, ack 9433, win 501, length 204
20:22:31.577727 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15884900:15885104, ack 9433, win 501, length 204
20:22:31.577782 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15885104:15885308, ack 9433, win 501, length 204
20:22:31.577840 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15885308:15885512, ack 9433, win 501, length 204
20:22:31.577897 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15885512:15885716, ack 9433, win 501, length 204
20:22:31.577961 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15885716:15885920, ack 9433, win 501, length 204
20:22:31.578019 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15885920:15886124, ack 9433, win 501, length 204
20:22:31.578054 IP bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355 > 165.22.238.61.ssh: Flags [.], ack 15874320, win 516, length 0
20:22:31.578101 IP 165.22.238.61.ssh > bras-base-toroon0411w-grc-31-174-89-217-113.dsl.bell.ca.49355: Flags [P.], seq 15886124:15886472, ack 9433, win 501, length 348
